Code,Name,Agreement,Auditor,Change,Debt,Delist,GEM,Halt,Insurance,Litigation,Loan,Potential Issue,Report,Resignation,Restriction,Restructure,Resumption,RTO,Share,Transaction,Long-stop,Offshore,Special Dividend,Specific Mandate,Fluctuation,Voting,IPO
00367,Chuang's Consortium International Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
00368,Sinotrans Shipping Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00369,Wing Tai Properties Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
00370,China Best Group Holding Ltd.,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,Y,N,N
00371,Beijing Enterprises Water Group Ltd.,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N
00372,ITC Corporation Ltd.,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,N,N,N,N
00373,Allied Group Ltd.,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N
00374,Four Seas Mercantile Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
00375,YGM Trading Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N
00376,ReOrient Group Ltd.,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
00377,Huajun Holdings Ltd.,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
00378,FDG Kinetic Ltd.,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
00379,"China Ever Grand Financial Leasing Group Co., Ltd.",Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
00380,Softpower International Ltd.,Y,N,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N
00381,Kiu Hung International Holdings Ltd.,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
00382,Welling Holding Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00383,China Medical & HealthCare Group Ltd.,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N
00384,China Gas Holdings Ltd.,N,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N
00385,Chinney Alliance Group Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y
00386,China Petroleum & Chemical Corporation - H Shares,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N
00387,Leeport (Holdings) Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N
00388,Hong Kong Exchanges and Clearing Ltd.,N,N,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N
00389,China Tontine Wines Group Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00390,China Railway Group Ltd. - H Shares,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N
00391,Mei Ah Entertainment Group Ltd.,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N
00392,Beijing Enterprises Holdings Ltd.,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,N,N
00393,Glorious Sun Enterprises Ltd.,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00395,Smartac Group China Holdings Ltd.,Y,N,Y,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N
00396,Hing Lee (HK) Holdings Ltd.,Y,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N
00397,Jun Yang Financial Holdings Ltd.,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,N
00398,Oriental Watch Holdings Ltd.,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
00399,Innovative Pharmaceutical Biotech Ltd.,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N
00400,Cogobuy Group,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y
00401,Wanjia Group Holdings Ltd.,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
00402,Peace Map Holding Ltd.,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N
00403,Starlite Holdings Ltd.,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
00404,Hsin Chong Group Holdings Ltd.,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N
00406,Yau Lee Holdings Ltd.,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
00408,Yip's Chemical Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00410,SOHO China Ltd.,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,N
00411,Lam Soon (Hong Kong) Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00412,China Innovative Finance Group Ltd.,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
00413,South China Holdings Co. Ltd.,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N
00416,"Bank of Jinzhou Co., Ltd. - H Shares",N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y
00417,Tse Sui Luen Jewellery (International) Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
00418,Founder Holdings Ltd.,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N
00419,Huayi Tencent Entertainment Co. Ltd.,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,N,N,N,N
00420,Fountain Set (Holdings) Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N
00422,Vietnam Manufacturing and Export Processing (Holdings) Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
00423,Hong Kong Economic Times Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00425,Minth Group Ltd.,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00426,One Media Group Ltd.,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N
00428,Huge China Holdings Ltd.,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N
00430,Oriental Explorer Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N
00431,Greater China Financial Holdings Ltd.,Y,N,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
00432,Pacific Century Premium Developments Ltd.,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N
00433,North Mining Shares Co. Ltd.,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N
00434,Boyaa Interactive International Ltd.,Y,Y,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,Y
00436,New Universe Environmental Group Ltd.,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
00438,IRICO Group New Energy Co. Ltd. - H Shares,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,Y,N,N
00439,KuangChi Science Ltd.,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
00440,Dah Sing Financial Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00442,KTL International Holdings Group Ltd.,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y
00444,Sincere Watch (Hong Kong) Ltd.,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N
00445,China Fire Safety Enterprise Group Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00449,Chigo Holding Ltd.,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00450,Hung Hing Printing Group Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00451,GCL New Energy Holdings Ltd.,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
00455,Tianda Pharmaceuticals Ltd.,Y,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00456,New City Development Group Ltd.,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N
00458,Tristate Holdings Ltd.,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00459,Midland IC&I; Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00460,Sihuan Pharmaceutical Holdings Group Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N
00462,Natural Dairy (NZ) Holdings Ltd.,Y,N,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
00464,Kenford Group Holdings Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N
00465,Futong Technology Development Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00467,United Energy Group Ltd.,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N
00468,Greatview Aseptic Packaging Co. Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N
00469,Capxon International Electronic Co. Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
00471,CMMB Vision Holdings Ltd.,Y,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
00472,New Silkroad Culturaltainment Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N
00474,Hao Tian Development Group Ltd.,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
00475,Zhong Fa Zhan Holdings Ltd.,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,Y,Y,N,N
00476,China Dynamics (Holdings) Ltd.,Y,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,Y,N,N
00477,AUPU Group Holding Co. Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N
00479,CIL Holdings Ltd.,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,Y,N,N
00480,HKR International Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
00482,Sandmartin International Holdings Ltd.,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N
00483,Bauhaus International (Holdings) Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N
00484,Forgame Holdings Ltd.,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,Y
00485,Shihua Development Co. Ltd.,Y,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y
00486,United Company RUSAL Plc,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,Y,N,N
00487,Success Universe Group Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N
00488,Lai Sun Development Co. Ltd.,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,Y
00489,Dongfeng Motor Group Co. Ltd. - H Shares,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,N,N
00491,See Corporation Ltd.,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
00493,GOME Electrical Appliances Holding Ltd.,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N
00494,Li & Fung Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N
00495,Paladin Ltd.,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
00496,Kasen International Holdings Ltd.,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N
00497,CSI Properties Ltd.,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N
00498,PYI Corporation Ltd.,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00499,Qingdao Holdings International Ltd.,N,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
00500,Frontier Services Group Ltd.,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N
00503,Lansen Pharmaceutical Holdings Ltd.,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00505,Xingye Copper International Group Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,Y,N,N
00506,China Foods Ltd.,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
00508,Dingyi Group Investment Ltd.,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N
00509,Century Sunshine Group Holdings Ltd.,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N
00510,CASH Financial Services Group Ltd.,Y,N,Y,N,N,N,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
00511,Television Broadcasts Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
00512,China Grand Pharmaceutical and Healthcare Holdings Ltd.,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N
00513,Continental Holdings Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00515,TC Orient Lighting Holdings Ltd.,N,Y,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N
00517,COSCO International Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
00518,Tungtex (Holdings) Co. Ltd.,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N
00519,Applied Development Holdings Ltd.,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N
00520,"Xiabuxiabu Catering Management (China) Holdings Co., Ltd.",Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
00521,HNA Holding Group Co. Ltd.,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,Y,N,N
00522,ASM Pacific Technology Ltd.,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00524,e-Kong Group Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N
00525,Guangshen Railway Co. Ltd. - H Shares,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
00526,Lisi Group (Holdings) Ltd.,Y,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,N,Y,N,N
00527,China Ruifeng Renewable Energy Holdings Ltd.,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N
00528,Kingdom Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
00529,SiS International Holdings Ltd.,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
00530,Goldin Financial Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N
00531,Samson Holding Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
00532,Wong's Kong King International (Holdings) Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
00533,Goldlion Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
00535,Gemdale Properties and Investment Corporation Ltd.,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N
00536,Tradelink Electronic Commerce Ltd.,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00538,Ajisen (China) Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N
00539,Victory City International Holdings Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,N
00540,Speedy Global Holdings Ltd.,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00542,Ceneric (Holdings) Ltd.,Y,Y,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N
00543,Pacific Online Ltd.,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
00544,Daido Group Ltd.,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00546,Fufeng Group Ltd.,N,N,Y,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N
00547,Digital Domain Holdings Ltd.,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N
00548,Shenzhen Expressway Co. Ltd. - H Shares,Y,Y,Y,Y,N,N,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
00549,"Jilin Qifeng Chemical Fiber Co., Ltd. - H Shares",N,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N
00550,Cinderella Media Group Ltd.,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N
00551,Yue Yuen Industrial (Holdings) Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00552,China Communications Services Corporation Ltd. - H Shares,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
00553,Nanjing Panda Electronics Co. Ltd. - H Shares,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,N,N
00554,Hans Energy Co. Ltd.,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N
00555,REXLot Holdings Ltd.,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N
00556,Pan Asia Environmental Protection Group Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N
00557,City e-Solutions Ltd.,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
00558,L.K. Technology Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00559,DeTai New Energy Group Ltd.,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N
00560,"Chu Kong Shipping Enterprises (Group) Co., Ltd.",N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
00563,Shanghai Industrial Urban Development Group Ltd.,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00564,Zhengzhou Coal Mining Machinery Group Co. Ltd. - H Shares,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,N
00565,Art Textile Technology International Co. Ltd.,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N
00566,Hanergy Thin Film Power Group Ltd.,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,N
00567,Daisho Microline Holdings Ltd.,N,Y,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N
00568,Shandong Molong Petroleum Machinery Co. Ltd. - H Shares,N,N,Y,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N
00569,China Automation Group Ltd.,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
00570,China Traditional Chinese Medicine Holdings Co. Ltd.,N,N,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N
00571,eSun Holdings Ltd.,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N
00572,Central Wealth Financial Group Ltd.,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N
00573,Tao Heung Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00574,Pa Shun Pharmaceutical International Holdings Ltd.,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y
00575,Regent Pacific Group Ltd.,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N
00576,Zhejiang Expressway Co. Ltd. - H Shares,Y,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
00577,The 13 Holdings Ltd.,Y,N,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
00578,Rosan Resources Holdings Ltd.,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,Y,N,N
00579,"Beijing Jingneng Clean Energy Co., Ltd. - H Shares",N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N
00580,Sun.King Power Electronics Group Ltd.,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N
00581,China Oriental Group Co. Ltd.,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N
